registro;acta;semana;capitulo;competencia;abs_inicial;abs_final;civ;item;descripcion;und;longitud;ancho;espesor;cantidad;valor_unitario;costo_directo;calzada;tramo_inicio;tramo_final;pk_id;tramo;observaciones;contrato_id
73;9;40;4.ESPACIO PUBLICO;IDU;1410;1430;1000938;4.33.;SUBBASE GRANULAR B-200 (Suministro, Extendido, Nivelación, Humedecimiento y Compactación con vibrocompactador);M3;20;3.09;0.4;24.72;54262;1341357;ORIENTAL;E.P.;ZONA VERDE;91062388;TRAMO 2;instalacion de material granular para conformacion de zona verde en espacio publico;2
74;9;40;7.SANITARIO REDES DE ALCANTARILLADO;IDU;0;0;1000938;7.02.;TRANSPORTE Y DISPOSICION FINAL DE ESCOMBROS EN SITIO AUTORIZADO (distancia de transporte 21 Km). A distancia mayor del acarreo libre (90 m) en sitio autorizado por la entidad Ambiental competente.;M3;28;1;0;28;19077;534156;ORIENTAL;REDES;REDES;91062388;TRAMO 2;transporte y disposicion de escombros provenientes de la excavación;2
75;9;40;7.SANITARIO REDES DE ALCANTARILLADO;IDU;0;0;1000938;NP-005;TRANSPORTE DE ESCOMBROS EN SITIO AUTORIZADO (DISTANCIA DE TRANSPORTE  1 KM). A DISTANCIA MAYOR DEL ACARREO LIBRE (90 M) EN SITIO AUTORIZADO POR LA ENTIDAD AMBIENTAL COMPETENTE. (SOBREACARREO MATERIAL ORGANICO);m3-km;28;1;0;408.8;894;365467;ORIENTAL;REDES;REDES;91062388;TRAMO 2;transporte adicional para disposicion de escombros provenientes de la excavación;2
76;9;40;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1368.8;1384;1007124;NP-035;EXCAVACION MECANICA EN MATERIAL COMUN PARA REDES DE ALCANTARILLADO (INCLUYE CARGUE);M3;12;1.54;2.65;48.97;4819;235986;OCCIDENTAL;PZ89;PZ88;91019261;TRAMO 2;excavacion mecanica para instalación de redes de alcantarillado pluvial;2
77;9;40;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1368.8;1384;1007124;NP-065;ENTIBADO CONTINUO EN CAJONES DE ACERO (EC 1B) DE ACUERDO A NORMA NS-072. INCLUYE SUMINISTRO E INSTALACION;M2;12;2.4;0;57.6;150795;8685792;OCCIDENTAL;PZ89;PZ88;91019261;TRAMO 2;entibado para instalación de redes de alcantarillado pluvial;2
78;9;40;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1368.8;1384;1007124;NP-177;"RELLENO EN TRITURADO DE 3/4"" (INCLUYE TRANSPORTE, SUMINISTRO, EXTENDIDO A MAQUINA Y COLOCACION)";M3;12;1.54;0.36;6.65;94260;626829;OCCIDENTAL;PZ89;PZ88;91019261;TRAMO 2;triturado para instalación de redes de alcantarillado pluvial;2
79;9;40;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1368.8;1384;1007124;NP-247;"TUBERIA PVC U.M. EXT/INT LISO NORMA NTC 5070 D=24"" (Incluye_ Suministro e Instalación)";ML;12;0;0;12;396305;4755660;OCCIDENTAL;PZ89;PZ88;91019261;TRAMO 2;tubería para instalación de redes de alcantarillado pluvial;2
80;9;40;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;0;0;1007124;7.02.;TRANSPORTE Y DISPOSICION FINAL DE ESCOMBROS EN SITIO AUTORIZADO (distancia de transporte 21 Km). A distancia mayor del acarreo libre (90 m) en sitio autorizado por la entidad Ambiental competente.;M3;47;1;0;47;19077;896619;OCCIDENTAL;REDES;REDES;91019261;TRAMO 2;transporte y disposicion de escombros provenientes de la excavación;2
81;9;40;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;0;0;1007124;NP-005;TRANSPORTE DE ESCOMBROS EN SITIO AUTORIZADO (DISTANCIA DE TRANSPORTE  1 KM). A DISTANCIA MAYOR DEL ACARREO LIBRE (90 M) EN SITIO AUTORIZADO POR LA ENTIDAD AMBIENTAL COMPETENTE. (SOBREACARREO MATERIAL ORGANICO);m3-km;47;1;0;686.2;894;613463;OCCIDENTAL;REDES;REDES;91019261;TRAMO 2;transporte adicional para  disposicion de escombros provenientes de la excavación;2
82;9;40;7.SANITARIO REDES DE ALCANTARILLADO;IDU;1568;1574;1000717;NP-035;EXCAVACION MECANICA EN MATERIAL COMUN PARA REDES DE ALCANTARILLADO (INCLUYE CARGUE);M3;6;1.54;3.25;30.03;4819;144715;OCCIDENTAL;PZ35SB;PZ36;525259;TRAMO 2;excavacion mecanica para redes de alcantarillado sanitario;2
83;9;40;7.SANITARIO REDES DE ALCANTARILLADO;IDU;1568;1574;1000717;NP-177;"RELLENO EN TRITURADO DE 3/4"" (INCLUYE TRANSPORTE, SUMINISTRO, EXTENDIDO A MAQUINA Y COLOCACION)";M3;6;1.54;0.28;2.59;94260;244133;OCCIDENTAL;PZ35SB;PZ36;525259;TRAMO 2;triturado para redes de alcantarillado sanitario;2
84;9;40;7.SANITARIO REDES DE ALCANTARILLADO;IDU;1568;1574;1000717;NP-040;"TUBERIA PVC U.M. EXT CORRUGADO/INT LISO U.M. NORMA NTC 3722-1 D=14"" (INCLUYE SUMINISTRO E INSTALACIÓN)";ML;6;0;0;6;128224;769344;OCCIDENTAL;PZ35SB;PZ36;525259;TRAMO 2;tubería para redes de alcantarillado sanitario;2
85;9;40;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1 368.80;1 368.80;1007124;7.01.;EXCAVACION MANUAL PARA REDES PROFUNDIDAD 0m - 2m (Incluye Cargue);M3;3.5;3.5;1.4;17.15;23261;398926;OCCIDENTAL;PZ89;PZ89;91019261;TRAMO 2;excavación manual para construcción de pozo redes pluviales;2
86;9;40;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1367.35;1372;1007124;NP-247;"TUBERIA PVC U.M. EXT/INT LISO NORMA NTC 5070 D=24"" (Incluye Suministro e Instalación)";ML;4.65;0;0;4.65;396305;1842818;OCCIDENTAL;PZ89;PZ88;91019261;TRAMO 2;instalación de tubería para redes de alcantarillado pluvial;2
87;9;40;7.SANITARIO REDES DE ALCANTARILLADO;IDU;1565.8;1571.3;1006975;NP-040;"TUBERIA PVC U.M. EXT CORRUGADO/INT LISO U.M. NORMA NTC 3722-1 D=14"" (INCLUYE SUMINISTRO E INSTALACIÓN)";ML;5.3;0;0;5.3;128224;679587;ORIENTAL;PZ34S;PZ35SB;91062385;TRAMO 2;tuberia para redes de alcantarillado sanitario;2
88;9;40;7.SANITARIO REDES DE ALCANTARILLADO;IDU;1550;1561;1006975;7.10.;RELLENO PARA REDES EN SUBBASE GRANULAR B-200 (Suministro, Extendido, Humedecimiento y Compactación);M3;11;1.54;1.4;23.72;59152;1403085;ORIENTAL;PZ34S;PZ35SB;91062385;TRAMO 2;relleno en material granular para redes de alcantarillado sanitario;2
89;9;40;7.SANITARIO REDES DE ALCANTARILLADO;IDU;0;0;1006975;7.02.;TRANSPORTE Y DISPOSICION FINAL DE ESCOMBROS EN SITIO AUTORIZADO (distancia de transporte 21 Km). A distancia mayor del acarreo libre (90 m) en sitio autorizado por la entidad Ambiental competente.;M3;28;1;0;28;19077;534156;ORIENTAL;REDES;REDES;91062385;TRAMO 2;transporte y disposición de escombros provenientes de la excavación;2
90;9;40;7.SANITARIO REDES DE ALCANTARILLADO;IDU;0;0;1006975;NP-005;TRANSPORTE DE ESCOMBROS EN SITIO AUTORIZADO (DISTANCIA DE TRANSPORTE  1 KM). A DISTANCIA MAYOR DEL ACARREO LIBRE (90 M) EN SITIO AUTORIZADO POR LA ENTIDAD AMBIENTAL COMPETENTE. (SOBREACARREO MATERIAL ORGANICO);m3-km;28;1;0;408.8;894;365467;ORIENTAL;REDES;REDES;91062385;TRAMO 2;transporte adicional para disposición de escombros provenientes de la excavación;2
91;9;41;2.RELLENOS;IDU;1390;1430;1000938;2.01.;NIVELACION Y COMPACTACIÓN DE SUBRASANTE;M2;40;10;0;400;1095;438000;ORIENTAL;CLL 184;CLL 185A;91062388;TRAMO 2;nivelacion y compactación de subrasante para conformación de subrasante;2
92;9;41;7.SANITARIO REDES DE ALCANTARILLADO;IDU;1574;1577.5;1000717;NP-035;EXCAVACION MECANICA EN MATERIAL COMUN PARA REDES DE ALCANTARILLADO (INCLUYE CARGUE);M3;3.5;3.5;3.25;39.81;4819;191844;ORIENTAL;PZ35SB;PZ35SB;91062386;TRAMO 2;excavacion mecanica para construcción de pozo red alcantarillado sanitario;2
93;9;41;7.SANITARIO REDES DE ALCANTARILLADO;IDU;1574;1577.5;1000717;NP-065;ENTIBADO CONTINUO EN CAJONES DE ACERO (EC 1B) DE ACUERDO A NORMA NS-072. INCLUYE SUMINISTRO E INSTALACION;M2;3.5;2.96;0;20.72;150795;3124472;ORIENTAL;PZ35SB;PZ35SB;91062386;TRAMO 2;entibado para construcción de pozo red alcantarillado sanitario;2
94;9;41;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1366.75;1366.75;1007124;7.41.;CILINDRO POZO INSP. EN MAMPOSTERIA e=0.37m  (Inc. Sumin. y Const, Acero para Escaleras, Geotextil y Pañete Impermeab.);ML;1;0;0;1;661128;661128;ORIENTAL;PZ89;PZ89;91062394;TRAMO 2;construcción de cilindro para red alcantarillado pluvial;2
95;9;41;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;0;0;1007124;7.02.;TRANSPORTE Y DISPOSICION FINAL DE ESCOMBROS EN SITIO AUTORIZADO (distancia de transporte 21 Km). A distancia mayor del acarreo libre (90 m) en sitio autorizado por la entidad Ambiental competente.;M3;124.885;1;0;124.885;19077;2382431;ORIENTAL;REDES;REDES;91062394;TRAMO 2;transporte y disposición de escombros provenientes de la excavación;2
96;9;41;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;0;0;1007124;NP-005;TRANSPORTE DE ESCOMBROS EN SITIO AUTORIZADO (DISTANCIA DE TRANSPORTE  1 KM). A DISTANCIA MAYOR DEL ACARREO LIBRE (90 M) EN SITIO AUTORIZADO POR LA ENTIDAD AMBIENTAL COMPETENTE. (SOBREACARREO MATERIAL ORGANICO);m3-km;124.885;1;0;1823.32;894;1630049;ORIENTAL;REDES;REDES;91062394;TRAMO 2;transporte adicional para disposición de escombros provenientes de la excavación;2
97;9;41;7.SANITARIO REDES DE ALCANTARILLADO;IDU;1577.5;1581;1000717;NP-035;EXCAVACION MECANICA EN MATERIAL COMUN PARA REDES DE ALCANTARILLADO (INCLUYE CARGUE);M3;3.5;1.54;3.25;17.52;4819;84429;ORIENTAL;PZ35SB;PZ36S;91062386;TRAMO 2;excavacion mecanica para construcción de pozo red alcantarillado sanitario;2
98;9;41;7.SANITARIO REDES DE ALCANTARILLADO;IDU;1577.5;1584;1000717;NP-065;ENTIBADO CONTINUO EN CAJONES DE ACERO (EC 1B) DE ACUERDO A NORMA NS-072. INCLUYE SUMINISTRO E INSTALACION;M2;3.5;2.96;0;20.72;150795;3124472;ORIENTAL;PZ35SB;PZ36S;91062386;TRAMO 2;entibado para construcción de red alcantarillado sanitario;2
99;9;41;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;0;0;1000717;7.02.;TRANSPORTE Y DISPOSICION FINAL DE ESCOMBROS EN SITIO AUTORIZADO (distancia de transporte 21 Km). A distancia mayor del acarreo libre (90 m) en sitio autorizado por la entidad Ambiental competente.;M3;56;1;0;56;19077;1068312;ORIENTAL;REDES;REDES;91062386;TRAMO 2;transporte y disposición de escombros provenientes de la excavación;2
100;9;41;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;0;0;1000717;NP-005;TRANSPORTE DE ESCOMBROS EN SITIO AUTORIZADO (DISTANCIA DE TRANSPORTE  1 KM). A DISTANCIA MAYOR DEL ACARREO LIBRE (90 M) EN SITIO AUTORIZADO POR LA ENTIDAD AMBIENTAL COMPETENTE. (SOBREACARREO MATERIAL ORGANICO);m3-km;56;1;0;817.6;894;730934;ORIENTAL;REDES;REDES;91062386;TRAMO 2;transporte adicional para disposición de escombros provenientes de la excavación;2
101;9;41;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1365.3;1361.8;1007124;NP-035;EXCAVACION MECANICA EN MATERIAL COMUN PARA REDES DE ALCANTARILLADO (INCLUYE CARGUE);M3;3.5;1.54;2.65;14.28;4819;68815;ORIENTAL;PZ90;PZ89;91062394;TRAMO 2;excavacion mecanica e instalación de entibado para construcción de pozo red alcantarillado pluvial;2
102;9;41;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1365.3;1361.8;1007124;NP-065;ENTIBADO CONTINUO EN CAJONES DE ACERO (EC 1B) DE ACUERDO A NORMA NS-072. INCLUYE SUMINISTRO E INSTALACION;M2;3.5;2.96;0;20.72;150795;3124472;ORIENTAL;PZ90;PZ89;91062394;TRAMO 2;excavacion mecanica e instalación de entibado para construcción de pozo red alcantarillado pluvial;2
103;9;41;4.ESPACIO PUBLICO;IDU;1400;1410;1000938;4.33.;SUBBASE GRANULAR B-200 (Suministro, Extendido, Nivelación, Humedecimiento y Compactación con vibrocompactador);M3;10;3.2;0.4;12.8;54262;694554;ORIENTAL;E.P.;ZONA VERDE;91062388;TRAMO 2;instalacion de material granular para conformacion de zona verde en espacio publico;2
104;9;41;2.RELLENOS;IDU;1510;1514;1006360;2.06.;SUBBASE GRANULAR CLASE A (SBG_A) (Suministro, Extendido, Nivelación, Humedecimiento y Compactación con vibrocompactador)   ;M3;5;10;0.2;10;102371;1023710;ORIENTAL;CLL185A;CL185A BIS;91062381;TRAMO 2;instalacion de material granular para conformación de estructura de vía;2
105;9;41;2.RELLENOS;IDU;1510;1514;1006360;2.10.;GEOTEXTIL NT 4000 PARA ESTABILIZACION SUBRASANTE/CAPAS GRANULARES (Inc. Suministro e Instalación);M2;5;10;0;50;11519;575950;ORIENTAL;CLL185A;CL185A BIS;91062381;TRAMO 2;instalacion de geotextil para conformación de estructura de vía;2
106;9;41;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1361.6;1367.6;1007124;NP-035;EXCAVACION MECANICA EN MATERIAL COMUN PARA REDES DE ALCANTARILLADO (INCLUYE CARGUE);M3;6;1.54;2.65;24.49;4819;118017;ORIENTAL;PZ90;PZ89;91062394;TRAMO 2;excavacion mecanica para redes de alcantarillado pluvial;2
107;9;41;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1355;1362.25;1007124;NP-065;ENTIBADO CONTINUO EN CAJONES DE ACERO (EC 1B) DE ACUERDO A NORMA NS-072. INCLUYE SUMINISTRO E INSTALACION;M2;6;2.96;0;35.52;150795;5356238;ORIENTAL;PZ90;PZ89;91062394;TRAMO 2;entibado para redes de alcantarillado pluvial;2
108;9;41;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1355;1362.25;1007124;NP-177;"RELLENO EN TRITURADO DE 3/4"" (INCLUYE TRANSPORTE, SUMINISTRO, EXTENDIDO A MAQUINA Y COLOCACION)";M3;6;1.54;0.36;3.33;94260;313886;ORIENTAL;PZ90;PZ89;91062394;TRAMO 2;triturado para redes de alcantarillado pluvial;2
109;9;41;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1355;1362.25;1007124;NP-247;"TUBERIA PVC U.M. EXT/INT LISO NORMA NTC 5070 D=24"" (Incluye Suministro e Instalación)";ML;6;0;0;6;396305;2377830;ORIENTAL;PZ90;PZ89;91062394;TRAMO 2;tubería para redes de alcantarillado pluvial;2
110;9;41;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;0;0;1007124;7.02.;TRANSPORTE Y DISPOSICION FINAL DE ESCOMBROS EN SITIO AUTORIZADO (distancia de transporte 21 Km). A distancia mayor del acarreo libre (90 m) en sitio autorizado por la entidad Ambiental competente.;M3;57;1;0;57;19077;1087389;ORIENTAL;REDES;REDES;91062394;TRAMO 2;transporte y disposición de escombros provenientes de la excavación;2
111;9;41;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;0;0;1007124;NP-005;TRANSPORTE DE ESCOMBROS EN SITIO AUTORIZADO (DISTANCIA DE TRANSPORTE  1 KM). A DISTANCIA MAYOR DEL ACARREO LIBRE (90 M) EN SITIO AUTORIZADO POR LA ENTIDAD AMBIENTAL COMPETENTE. (SOBREACARREO MATERIAL ORGANICO);m3-km;57;1;0;832.2;894;743987;ORIENTAL;REDES;REDES;91062394;TRAMO 2;transporte adicional para disposición de escombros provenientes de la excavación;2
112;9;41;7.SANITARIO REDES DE ALCANTARILLADO;IDU;1574;1577.5;1000717;NP-177;"RELLENO EN TRITURADO DE 3/4"" (INCLUYE TRANSPORTE, SUMINISTRO, EXTENDIDO A MAQUINA Y COLOCACION)";M3;3.5;3.5;0.15;1.84;94260;173438;ORIENTAL;PZ35SB;PZ35SB;91062386;TRAMO 2;triturado para instalacion de placa de fondo para pozo red alcantarilado sanitario;2
113;9;41;7.SANITARIO REDES DE ALCANTARILLADO;IDU;1574;1577.5;1000717;7.41.;CILINDRO POZO INSP. EN MAMPOSTERIA e=0.37m  (Inc. Sumin. y Const, Acero para Escaleras, Geotextil y Pañete Impermeab.);ML;1.9;0;0;1.9;661128;1256143;ORIENTAL;PZ35SB;PZ35SB;91062386;TRAMO 2;construcción de mampostería para pozo red alcantarilado sanitario;2
114;9;39;1.PRELIMINARES;IDU;370;390;1001348;1.02.;EXCAVACION MECANICA EN MATERIAL COMUN (Incluye Cargue);M3;20;6.327;0.57;72.13;4819;347594;ORIENTAL;CLL172;CLL173;91062402;TRAMO 1;excavación mecánica para conformacion de estructura de vía;2
115;9;39;2.RELLENOS;IDU;370;390;1001348;2.01.;NIVELACION Y COMPACTACIÓN DE SUBRASANTE;M2;20;6.327;0;126.54;1095;138561;ORIENTAL;CLL172;CLL173;91062402;TRAMO 1;compactación de subrasante para conformacion de estructura de vía;2
116;9;39;2.RELLENOS;IDU;370;390;1001348;2.02.;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN (Suministro, Extendido, Nivelación y Compactación Manual);M3;20;6.327;0.4;50.62;55950;2832189;ORIENTAL;CLL172;CLL173;91062402;TRAMO 1;rajón para conformacion de estructura de vía;2
117;9;39;2.RELLENOS;IDU;370;390;1001348;2.10.;GEOTEXTIL NT 4000 PARA ESTABILIZACION SUBRASANTE/CAPAS GRANULARES (Inc. Suministro e Instalación);M2;20;22.5;0;450;11519;5183550;ORIENTAL;CLL172;CLL173;91062402;TRAMO 1;geotextil para conformacion de estructura de vía;2
118;9;39;1.PRELIMINARES;IDU;0;0;1001348;1.10.;TRANSPORTE Y DISPOSICION FINAL DE ESCOMBROS EN SITIO AUTORIZADO (distancia de transporte 21 Km). A distancia mayor del acarreo libre (90 m) en sitio autorizado por la entidad Ambiental competente.;M3;103;1;0;103;19077;1964931;ORIENTAL;CLL172;CLL173;91062402;TRAMO 1;transporte y disposición de escombros provenientes de la excavación;2
119;9;39;1.PRELIMINARES;IDU;0;0;1001348;NP-005;TRANSPORTE DE ESCOMBROS EN SITIO AUTORIZADO (DISTANCIA DE TRANSPORTE  1 KM). A DISTANCIA MAYOR DEL ACARREO LIBRE (90 M) EN SITIO AUTORIZADO POR LA ENTIDAD AMBIENTAL COMPETENTE. (SOBREACARREO MATERIAL ORGANICO);m3-km;103;1;0;1503.8;894;1344397;ORIENTAL;CLL172;CLL173;91062402;TRAMO 1;transporte adicional para disposición de escombros provenientes de la excavación;2
120;9;39;8.CODENSA REDES SECAS;IDU;500;530;1001348;8.01.;EXCAVACION MANUAL PARA REDES PROFUNDIDAD 0m - 2m (Incluye Cargue);M3;30;0.7;0.3;6.3;23261;146544;ORIENTAL;EXIST;EXIST;91062402;TRAMO 1;excavación manual para retiro de ductería codensa;2
121;9;39;8.ETB REDES SECAS;IDU;500;530;1001348;8.35.;"DEMOLICION O RETIRO MANUAL DE TUBERIAS DE AC Ø < 12"" (INCLUYE CARGUE).";ML;30;0;0;30;1665;49950;ORIENTAL;EXIST;EXIST;91062402;TRAMO 1;retiro de ductería codensa;2
122;9;39;2.RELLENOS;IDU;350;390;1001348;2.04.;SUBBASE GRANULAR CLASE C (SBG_C) (Suministro, Extendido Manual, Humedecimiento y Compactación);M3;40;10;0.15;60;98848;5930880;ORIENTAL;CLL172;CLL173;91062402;TRAMO 1;instalacion de material granular para conformacion de estructura de vía;2
123;9;39;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;396;402;1001348;7.01.;EXCAVACION MANUAL PARA REDES PROFUNDIDAD 0m - 2m (Incluye Cargue);M3;8;0.7;0.2;1.12;23261;26052;ORIENTAL;CLL172;CLL173;91062402;TRAMO 1;excavación manual para instalacion de tuberia para sumidero;2
124;9;39;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;396;402;1001348;7.28.;"TUBERIA PVC U.M. EXT CORRUGADO/INT LISO U.M. NORMA NTC 3722-1 D=10"" (Incluye Suministro e Instalación)";ML;8;0;0;8;71818;574544;ORIENTAL;CLL172;CLL173;91062402;TRAMO 1;instalación de tubería para instalacion de tuberia para sumidero;2
125;9;39;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;396;402;1001348;NP-177;"RELLENO EN TRITURADO DE 3/4"" (INCLUYE TRANSPORTE, SUMINISTRO, EXTENDIDO A MAQUINA Y COLOCACION)";M3;8;0.7;0.2;1.12;94260;105571;ORIENTAL;CLL172;CLL173;91062402;TRAMO 1;triturado para instalacion de tuberia para sumidero;2
126;9;39;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;890;890;1001300;7.02.;TRANSPORTE Y DISPOSICION FINAL DE ESCOMBROS EN SITIO AUTORIZADO (distancia de transporte 21 Km). A distancia mayor del acarreo libre (90 m) en sitio autorizado por la entidad Ambiental competente.;M3;29;1;0;29;19077;553233;ORIENTAL;-;-;91062401;TRAMO 1;transporte y disposición de escombros provenientes de la excavación;2
127;9;39;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;890;890;1001300;NP-005;TRANSPORTE DE ESCOMBROS EN SITIO AUTORIZADO (DISTANCIA DE TRANSPORTE  1 KM). A DISTANCIA MAYOR DEL ACARREO LIBRE (90 M) EN SITIO AUTORIZADO POR LA ENTIDAD AMBIENTAL COMPETENTE. (SOBREACARREO MATERIAL ORGANICO);m3-km;29;1;0;423.4;894;378520;ORIENTAL;-;-;91062401;TRAMO 1;transporte adicional para disposición de escombros provenientes de la excavación;2
128;9;39;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;0;0;1001300;7.02.;TRANSPORTE Y DISPOSICION FINAL DE ESCOMBROS EN SITIO AUTORIZADO (distancia de transporte 21 Km). A distancia mayor del acarreo libre (90 m) en sitio autorizado por la entidad Ambiental competente.;M3;15;1;0;15;19077;286155;ORIENTAL;REDES;REDES;91062401;TRAMO 1;transporte y disposición de escombros provenientes de la excavación;2
129;9;39;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;0;0;1001300;NP-005;TRANSPORTE DE ESCOMBROS EN SITIO AUTORIZADO (DISTANCIA DE TRANSPORTE  1 KM). A DISTANCIA MAYOR DEL ACARREO LIBRE (90 M) EN SITIO AUTORIZADO POR LA ENTIDAD AMBIENTAL COMPETENTE. (SOBREACARREO MATERIAL ORGANICO);m3-km;15;1;0;219;894;195786;ORIENTAL;REDES;REDES;91062401;TRAMO 1;transporte adicional para disposición de escombros provenientes de la excavación;2
130;9;40;1.PRELIMINARES;IDU;390;410;1001348;1.02.;EXCAVACION MECANICA EN MATERIAL COMUN (Incluye Cargue);M3;20;6.327;0.57;72.13;4819;347594;ORIENTAL;CLL172;CLL173;91062402;TRAMO 1;excavación mecánica para conformación de estructura de vía;2
131;9;40;2.RELLENOS;IDU;390;410;1001348;2.02.;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN (Suministro, Extendido, Nivelación y Compactación Manual);M3;20;6.327;0.4;50.62;55950;2832189;ORIENTAL;CLL172;CLL173;91062402;TRAMO 1;rajón para conformación de estructura de vía;2
132;9;40;2.RELLENOS;IDU;390;410;1001348;2.10.;GEOTEXTIL NT 4000 PARA ESTABILIZACION SUBRASANTE/CAPAS GRANULARES (Inc. Suministro e Instalación);M2;20;22.5;0;450;11519;5183550;ORIENTAL;CLL172;CLL173;91062402;TRAMO 1;geotextil para conformación de estructura de vía;2
133;9;40;2.RELLENOS;IDU;390;410;1001348;2.01.;NIVELACION Y COMPACTACIÓN DE SUBRASANTE;M2;20;6.327;0;126.54;1095;138561;ORIENTAL;CLL172;CLL173;91062402;TRAMO 1;compactación de subrasante para conformación de estructura de vía;2
134;9;40;1.PRELIMINARES;IDU;390;410;1001348;1.10.;TRANSPORTE Y DISPOSICION FINAL DE ESCOMBROS EN SITIO AUTORIZADO (distancia de transporte 21 Km). A distancia mayor del acarreo libre (90 m) en sitio autorizado por la entidad Ambiental competente.;M3;103;1;0;103;19077;1964931;ORIENTAL;CLL172;CLL173;91062402;TRAMO 1;transporte y disposición de escombros provenientes de la excavación;2
135;9;40;1.PRELIMINARES;IDU;390;410;1001348;NP-005;TRANSPORTE DE ESCOMBROS EN SITIO AUTORIZADO (DISTANCIA DE TRANSPORTE  1 KM). A DISTANCIA MAYOR DEL ACARREO LIBRE (90 M) EN SITIO AUTORIZADO POR LA ENTIDAD AMBIENTAL COMPETENTE. (SOBREACARREO MATERIAL ORGANICO);m3-km;103;1;0;1503.8;894;1344397;ORIENTAL;CLL172;CLL173;91062402;TRAMO 1;transporte adicional para disposición de escombros provenientes de la excavación;2
136;9;40;1.PRELIMINARES;IDU;410;430;1001348;1.02.;EXCAVACION MECANICA EN MATERIAL COMUN (Incluye Cargue);M3;20;6.327;0.57;72.13;4819;347594;ORIENTAL;CLL172;CLL173;91062402;TRAMO 1;excavación mecánica para conformacion de estructura de vía;2
137;9;40;2.RELLENOS;IDU;410;420;1001348;2.02.;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN (Suministro, Extendido, Nivelación y Compactación Manual);M3;10;6.327;0.4;25.31;55950;1416095;ORIENTAL;CLL172;CLL173;91062402;TRAMO 1;rajon para conformacion de estructura de vía;2
138;9;40;2.RELLENOS;IDU;410;420;1001348;2.10.;GEOTEXTIL NT 4000 PARA ESTABILIZACION SUBRASANTE/CAPAS GRANULARES (Inc. Suministro e Instalación);M2;10;22.5;0;225;11519;2591775;ORIENTAL;CLL172;CLL173;91062402;TRAMO 1;geotextil para conformacion de estructura de vía;2
139;9;40;2.RELLENOS;IDU;410;430;1001348;2.01.;NIVELACION Y COMPACTACIÓN DE SUBRASANTE;M2;20;6.327;0;126.54;1095;138561;ORIENTAL;CLL172;CLL173;91062402;TRAMO 1;compactación de subrasante para conformacion de estructura de vía;2
